fecha,dia_semana,semana,mes,anio,ocupacion_deseada,ocupacion_albergue,capacidad_albergue,porcentaje_ocupacion,pacientes_total,pacientes_prioridad_baja,pacientes_prioridad_media,pacientes_prioridad_alta,pacientes_estadio_0_I,pacientes_estadio_II,pacientes_estadio_III_IV,pacientes_quimioterapia,pacientes_cirugia,pacientes_paliativos,pacientes_soporte_nutricional,pacientes_con_anemia,pacientes_con_vomitos,pacientes_dolor_alto,pacientes_desnutricion,pacientes_quimio_curativa,pacientes_quimio_avanzada,pacientes_flot_estimado,pacientes_folfox_capox_estimado,pacientes_her2_positivo_estimado,item_id,item_nombre,categoria_item,tipo_stock,unidad_medida,stock_actual,stock_minimo,ingresos_stock,salidas_stock,stock_cierre,consumo_diario,consumo_lag_1,consumo_lag_7,consumo_promedio_7d,consumo_promedio_14d,demanda_7_dias,demanda_14_dias,stock_proyectado_7d,stock_proyectado_14d,stock_critico_7d,stock_critico_14d,stock_critico,ratio_stock_minimo,dias_cobertura,neto_movimiento,variabilidad_consumo,es_ocupacion_alta,ratio_pacientes_alta_prioridad
2025-03-24,lunes,13,3,2025,57,57,100,0.57,57,16,23,18,15,23,19,24,33.0,10,44,40,22,13.0,9.0,18,10,3,21,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,168.0,70,0,7,161,7,4.0,8.0,4.29,9.2,82.0,110.0,86,58.0,no,si,si,2.3661971830985915,21.0,-7,0.5122873345935728,0,0.3103448275862069
2025-03-25,martes,13,3,2025,55,55,100,0.55,55,15,19,21,17,13,25,24,27.0,11,43,34,21,17.0,14.0,17,15,5,19,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,161.0,70,0,5,156,5,7.0,2.0,4.14,9.0,80.0,109.0,81,52.0,no,si,si,2.267605633802817,26.833333333333332,-5,0.16731517509727634,0,0.375
2025-03-26,miercoles,13,3,2025,51,51,100,0.51,51,15,15,21,15,13,23,28,30.0,11,45,37,24,18.0,11.0,22,13,4,24,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,156.0,70,0,4,152,4,5.0,7.0,4.57,8.67,81.0,108.0,75,48.0,no,si,si,2.1971830985915495,31.2,-4,0.10233393177737886,0,0.40384615384615385
2025-03-27,jueves,13,3,2025,55,55,100,0.55,55,19,21,15,20,18,17,22,35.0,7,39,33,16,13.0,12.0,17,8,5,17,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,152.0,70,0,3,149,3,4.0,3.0,4.14,8.31,79.0,111.0,73,41.0,no,si,si,2.140845070422535,38.0,-3,0.22178988326848245,0,0.26785714285714285
2025-03-28,viernes,13,3,2025,55,55,100,0.55,55,14,24,17,18,16,21,25,33.0,8,39,37,23,14.0,11.0,23,8,5,20,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,149.0,70,0,21,128,21,3.0,4.0,4.14,7.93,65.0,111.0,84,38.0,no,si,si,2.0985915492957745,6.7727272727272725,-21,3.280155642023346,0,0.30357142857142855
2025-03-29,sabado,13,3,2025,56,56,100,0.56,56,15,21,20,15,18,23,25,35.0,8,42,38,23,15.0,9.0,20,11,5,20,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,128.0,70,0,23,105,23,21.0,2.0,6.57,7.86,49.0,110.0,79,18.0,no,si,si,1.8028169014084507,5.333333333333333,-23,2.1704095112285335,0,0.3508771929824561
2025-03-30,domingo,13,3,2025,50,50,100,0.5,50,18,18,14,20,16,14,23,31.0,5,32,28,14,13.0,8.0,21,5,5,18,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,105.0,70,0,19,86,19,23.0,4.0,9.57,8.21,34.0,122.0,71,0.0,no,si,si,1.4788732394366197,5.25,-19,0.8921475875118259,0,0.27450980392156865
2025-03-31,lunes,14,3,2025,52,52,100,0.52,52,16,19,17,16,16,20,26,34.0,8,37,36,20,16.0,8.0,22,9,7,19,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,296.0,70,0,7,289,7,19.0,7.0,11.71,8.0,28.0,121.0,268,175.0,no,no,no,4.169014084507042,37.0,-7,0.3705743509047994,0,0.32075471698113206
2025-04-01,martes,14,4,2025,50,50,100,0.5,50,15,15,20,16,14,20,24,31.0,13,36,31,25,15.0,11.0,18,14,3,21,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,289.0,70,0,3,286,3,7.0,5.0,11.71,7.93,29.0,127.0,260,162.0,no,no,no,4.070422535211268,72.25,-3,0.6852871754523997,0,0.39215686274509803
2025-04-02,miercoles,14,4,2025,50,50,100,0.5,50,15,18,17,17,16,17,18,31.0,8,39,31,23,9.0,12.0,14,11,4,14,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,286.0,70,0,5,281,5,3.0,4.0,11.43,8.0,27.0,127.0,259,159.0,no,no,no,4.028169014084507,47.666666666666664,-5,0.5172968624296058,0,0.3333333333333333
2025-04-03,jueves,14,4,2025,50,50,100,0.5,50,8,22,20,9,19,22,24,30.0,11,36,39,15,15.0,11.0,22,12,5,19,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,281.0,70,0,1,280,1,5.0,3.0,11.57,7.86,32.0,132.0,249,149.0,no,no,no,3.9577464788732395,140.5,-1,0.8408910103420844,0,0.39215686274509803
2025-04-04,viernes,14,4,2025,50,50,100,0.5,50,17,22,11,17,19,14,21,34.0,8,36,33,17,12.0,11.0,16,10,2,19,4.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,280.0,70,0,7,273,7,1.0,21.0,11.29,7.71,46.0,132.0,234,148.0,no,no,no,3.943661971830986,35.0,-7,0.3490642799023596,0,0.21568627450980393
2025-04-05,sabado,14,4,2025,50,50,100,0.5,50,16,15,19,15,15,20,29,31.0,10,35,33,17,11.0,10.0,24,11,11,18,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,273.0,70,0,7,266,7,7.0,23.0,9.29,7.93,61.0,132.0,212,141.0,no,no,no,3.8450704225352115,34.125,-7,0.22254616132167146,0,0.37254901960784315
2025-04-06,domingo,14,4,2025,50,50,100,0.5,50,14,22,14,15,18,17,21,31.0,9,34,29,15,12.0,8.0,19,9,4,17,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,266.0,70,0,4,262,4,7.0,19.0,7.0,8.29,88.0,135.0,178,131.0,no,no,no,3.7464788732394365,53.2,-4,0.375,0,0.27450980392156865
2025-04-07,lunes,15,4,2025,52,52,100,0.52,52,12,20,20,13,16,23,27,28.0,8,37,34,23,14.0,11.0,20,12,5,22,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,262.0,70,0,1,261,1,4.0,7.0,4.86,8.29,93.0,139.0,169,123.0,no,no,no,3.6901408450704225,131.0,-1,0.658703071672355,0,0.37735849056603776
2025-04-08,martes,15,4,2025,50,50,100,0.5,50,13,17,20,13,15,22,26,26.0,6,36,33,20,14.0,10.0,21,9,7,19,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,261.0,70,0,4,257,4,1.0,3.0,4.0,7.86,98.0,147.0,163,114.0,no,no,no,3.676056338028169,52.2,-4,0.0,0,0.39215686274509803
2025-04-09,miercoles,15,4,2025,50,50,100,0.5,50,17,19,14,17,19,14,25,34.0,5,37,32,16,10.0,3.0,22,5,7,18,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,257.0,70,0,3,254,3,4.0,5.0,4.14,7.79,100.0,153.0,157,104.0,no,no,no,3.619718309859155,64.25,-3,0.22178988326848245,0,0.27450980392156865
2025-04-10,jueves,15,4,2025,50,50,100,0.5,50,12,20,18,13,15,22,28,30.0,9,42,40,14,11.0,9.0,24,10,7,21,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,254.0,70,0,6,248,6,3.0,1.0,3.86,7.71,100.0,154.0,154,100.0,no,no,no,3.5774647887323945,36.285714285714285,-6,0.44032921810699593,0,0.35294117647058826
2025-04-11,viernes,15,4,2025,56,56,100,0.56,56,16,27,13,15,26,15,22,37.0,7,33,38,18,17.0,12.0,20,8,4,18,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,248.0,70,0,21,227,21,6.0,7.0,4.57,7.93,86.0,162.0,162,86.0,no,no,no,3.492957746478873,11.272727272727273,-21,2.949730700179533,0,0.22807017543859648
2025-04-12,sabado,15,4,2025,51,51,100,0.51,51,10,22,19,10,20,21,27,28.0,5,37,38,21,12.0,11.0,24,7,7,20,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,227.0,70,0,22,205,22,21.0,7.0,6.57,7.93,71.0,166.0,156,61.0,no,si,si,3.1971830985915495,9.869565217391305,-22,2.0383091149273445,0,0.36538461538461536
2025-04-13,domingo,15,4,2025,53,53,100,0.53,53,14,22,17,14,16,23,31,31.0,7,37,41,25,17.0,15.0,28,8,5,26,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,205.0,70,0,31,174,31,22.0,4.0,8.71,7.86,47.0,156.0,158,49.0,no,si,si,2.887323943661972,6.40625,-31,2.2955715756951593,0,0.3148148148148148
2025-04-14,lunes,16,4,2025,58,58,100,0.58,58,17,24,17,20,15,23,26,31.0,11,44,41,24,14.0,14.0,19,14,6,20,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,174.0,70,0,6,168,6,31.0,1.0,12.57,8.71,46.0,155.0,128,19.0,no,si,si,2.4507042253521125,24.857142857142858,-6,0.48415622697126015,0,0.288135593220339
2025-04-15,martes,16,4,2025,53,53,100,0.53,53,11,22,20,12,19,22,27,24.0,7,43,39,21,13.0,12.0,24,10,6,21,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,168.0,70,0,9,159,9,6.0,4.0,13.29,8.64,49.0,150.0,119,18.0,no,si,si,2.3661971830985915,16.8,-9,0.3002099370188943,0,0.37037037037037035
2025-04-16,miercoles,16,4,2025,56,56,100,0.56,56,12,24,20,13,18,25,28,30.0,11,36,42,33,19.0,14.0,24,12,4,24,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,159.0,70,0,5,154,5,9.0,3.0,14.0,9.07,53.0,151.0,106,8.0,no,si,si,2.23943661971831,26.5,-5,0.6,0,0.3508771929824561
2025-04-17,jueves,16,4,2025,56,56,100,0.56,56,20,18,18,20,19,17,22,37.0,6,33,28,21,15.0,10.0,17,7,5,17,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,154.0,70,0,6,148,6,5.0,6.0,14.29,9.07,54.0,152.0,100,2.0,no,si,si,2.1690140845070425,22.0,-6,0.5421844342707651,0,0.3157894736842105
2025-04-18,viernes,16,4,2025,62,62,100,0.62,62,20,27,15,20,23,19,32,41.0,9,46,45,28,18.0,15.0,27,13,11,21,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,148.0,70,0,7,141,7,6.0,21.0,14.29,9.43,76.0,147.0,72,1.0,no,si,si,2.084507042253521,18.5,-7,0.4767822105951602,0,0.23809523809523808
2025-04-19,sabado,16,4,2025,59,59,100,0.59,59,16,26,17,17,20,22,32,27.0,11,40,36,23,17.0,13.0,26,13,9,23,4.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,141.0,70,0,7,134,7,7.0,22.0,12.29,9.43,95.0,145.0,46,0.0,si,si,si,1.9859154929577465,17.625,-7,0.39804364183596685,0,0.2833333333333333
2025-04-20,domingo,16,4,2025,65,65,100,0.65,65,15,27,23,15,23,27,35,35.0,12,46,45,28,23.0,18.0,30,13,7,28,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,134.0,70,0,7,127,7,7.0,31.0,10.14,9.43,109.0,140.0,25,0.0,si,si,si,1.8873239436619718,16.75,-7,0.2818671454219031,0,0.3484848484848485
2025-04-21,lunes,17,4,2025,59,59,100,0.59,59,17,16,26,18,11,30,33,32.0,10,40,41,22,17.0,19.0,25,13,3,30,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,127.0,70,0,5,122,5,7.0,6.0,6.71,9.64,109.0,136.0,18,0.0,si,si,si,1.7887323943661972,21.166666666666668,-5,0.22178988326848248,0,0.43333333333333335
2025-04-22,martes,17,4,2025,60,60,100,0.6,60,16,23,21,16,22,22,25,31.0,16,44,45,22,18.0,13.0,20,16,7,18,5.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,122.0,70,0,12,110,12,5.0,9.0,6.57,9.93,101.0,126.0,21,0.0,si,si,si,1.7183098591549295,9.384615384615385,-12,0.7173051519154556,0,0.3442622950819672
2025-04-23,miercoles,17,4,2025,59,59,100,0.59,59,18,23,18,16,19,24,35,32.0,10,40,39,29,20.0,8.0,26,14,9,26,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,110.0,70,0,9,101,9,12.0,5.0,7.0,10.5,98.0,121.0,12,0.0,si,si,si,1.5492957746478873,11.0,-9,0.25,0,0.3
2025-04-24,jueves,17,4,2025,59,59,100,0.59,59,16,21,22,17,19,23,23,35.0,12,46,41,23,16.0,16.0,20,14,7,16,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,101.0,70,0,7,94,7,9.0,6.0,7.57,10.93,98.0,118.0,3,0.0,si,si,si,1.4225352112676057,12.625,-7,0.0665110851808635,0,0.36666666666666664
2025-04-25,viernes,17,4,2025,55,55,100,0.55,55,12,24,19,13,20,22,28,33.0,9,39,37,21,15.0,14.0,24,11,9,19,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,94.0,70,0,29,65,29,7.0,7.0,7.71,11.0,71.0,117.0,23,0.0,si,si,si,1.323943661971831,3.1333333333333333,-29,2.4443168771526977,0,0.3392857142857143
2025-04-26,sabado,17,4,2025,64,64,100,0.64,64,15,29,20,14,26,24,29,31.0,7,42,49,29,14.0,14.0,27,10,10,19,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,304.0,70,0,26,278,26,29.0,7.0,10.86,11.57,50.0,114.0,254,190.0,no,no,no,4.28169014084507,11.25925925925926,-26,1.2765598650927488,0,0.3076923076923077
2025-04-27,domingo,17,4,2025,61,61,100,0.61,61,18,24,19,19,22,20,30,41.0,10,46,40,21,14.0,9.0,26,10,7,23,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,278.0,70,0,21,257,21,26.0,7.0,13.57,11.86,31.0,118.0,247,160.0,no,no,no,3.915492957746479,12.636363636363637,-21,0.5099519560741249,0,0.3064516129032258
2025-04-28,lunes,18,4,2025,62,62,100,0.62,62,17,26,19,18,24,20,22,32.0,7,43,39,31,14.0,19.0,15,11,2,20,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,257.0,70,0,5,252,5,21.0,5.0,15.57,11.14,27.0,121.0,230,136.0,no,no,no,3.619718309859155,42.833333333333336,-5,0.6378998189499094,0,0.30158730158730157
2025-04-29,martes,18,4,2025,55,55,100,0.55,55,14,25,16,15,22,18,29,31.0,10,36,39,20,12.0,12.0,22,11,7,22,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,252.0,70,0,4,248,4,5.0,12.0,15.57,11.07,25.0,126.0,227,126.0,no,no,no,3.5492957746478875,50.4,-4,0.6982498491249246,0,0.2857142857142857
2025-04-30,miercoles,18,4,2025,56,56,100,0.56,56,20,19,17,21,15,20,24,30.0,8,36,37,16,17.0,11.0,17,11,6,18,1.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,248.0,70,0,6,242,6,4.0,9.0,14.43,10.71,23.0,130.0,225,118.0,no,no,no,3.492957746478873,35.42857142857143,-6,0.5463383020090732,0,0.2982456140350877
2025-05-01,jueves,18,5,2025,51,51,100,0.51,51,12,20,19,13,20,18,27,26.0,12,35,40,19,20.0,11.0,22,12,7,20,5.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,242.0,70,0,7,235,7,6.0,7.0,14.0,10.79,20.0,130.0,222,112.0,no,no,no,3.408450704225352,30.25,-7,0.4666666666666667,0,0.36538461538461536
2025-05-02,viernes,18,5,2025,51,51,100,0.51,51,12,24,15,12,18,21,23,28.0,11,39,35,19,15.0,12.0,18,14,2,21,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,235.0,70,0,2,233,2,7.0,29.0,14.0,10.86,46.0,137.0,189,98.0,no,no,no,3.3098591549295775,78.33333333333333,-2,0.8,0,0.28846153846153844
2025-05-03,sabado,18,5,2025,51,51,100,0.51,51,20,12,19,21,9,21,25,29.0,8,37,34,18,11.0,12.0,19,9,5,20,4.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,233.0,70,0,5,228,5,2.0,26.0,10.14,10.5,64.0,139.0,169,94.0,no,no,no,3.2816901408450705,38.833333333333336,-5,0.4614003590664273,0,0.36538461538461536
2025-05-04,domingo,18,5,2025,52,52,100,0.52,52,16,17,19,15,15,22,25,28.0,10,33,37,20,17.0,8.0,20,12,7,18,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,228.0,70,0,2,226,2,5.0,21.0,7.14,10.36,87.0,144.0,141,84.0,no,no,no,3.211267605633803,76.0,-2,0.6314496314496314,0,0.3584905660377358
2025-05-05,lunes,19,5,2025,54,54,100,0.54,54,13,21,20,12,23,19,24,28.0,9,37,38,21,15.0,10.0,17,13,7,17,3.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,226.0,70,0,1,225,1,2.0,5.0,4.43,10.0,94.0,150.0,132,76.0,no,no,no,3.183098591549296,113.0,-1,0.6316758747697974,0,0.36363636363636365
2025-05-06,martes,19,5,2025,51,51,100,0.51,51,13,19,19,13,19,19,21,32.0,7,36,35,24,18.0,9.0,16,7,5,16,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,225.0,70,0,2,223,2,1.0,4.0,3.86,9.71,101.0,154.0,124,71.0,no,no,no,3.1690140845070425,75.0,-2,0.3827160493827161,0,0.36538461538461536
2025-05-07,miercoles,19,5,2025,50,50,100,0.5,50,17,17,16,19,15,16,18,28.0,5,35,30,24,15.0,9.0,16,8,4,14,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,223.0,70,0,4,219,4,2.0,6.0,3.57,9.0,107.0,156.0,116,67.0,no,si,si,3.140845070422535,44.6,-4,0.0940919037199125,0,0.3137254901960784
2025-05-08,jueves,19,5,2025,50,50,100,0.5,50,14,22,14,16,18,16,20,26.0,3,38,34,23,13.0,12.0,15,6,3,17,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,219.0,70,0,4,215,4,4.0,7.0,3.29,8.64,110.0,160.0,109,59.0,no,si,si,3.084507042253521,43.8,-4,0.1655011655011655,0,0.27450980392156865
2025-05-09,viernes,19,5,2025,60,60,100,0.6,60,16,24,20,15,21,24,33,37.0,8,43,46,24,13.0,11.0,27,9,4,29,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,215.0,70,0,28,187,28,4.0,2.0,2.86,8.43,91.0,168.0,124,47.0,no,si,si,3.028169014084507,7.413793103448276,-28,6.512953367875648,0,0.32786885245901637
2025-05-10,sabado,19,5,2025,62,62,100,0.62,62,22,26,14,25,22,15,25,44.0,8,37,36,18,13.0,7.0,22,8,5,20,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,187.0,70,0,23,164,23,28.0,5.0,6.57,8.36,75.0,176.0,112,11.0,no,si,si,2.6338028169014085,7.791666666666667,-23,2.1704095112285335,0,0.2222222222222222
2025-05-11,domingo,19,5,2025,60,60,100,0.6,60,18,21,21,16,18,26,32,34.0,7,39,43,18,21.0,14.0,26,8,5,27,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,164.0,70,0,25,139,25,23.0,2.0,9.14,8.14,57.0,185.0,107,0.0,no,si,si,2.3098591549295775,6.3076923076923075,-25,1.5641025641025639,0,0.3442622950819672
2025-05-12,lunes,20,5,2025,58,58,100,0.58,58,17,23,18,17,21,20,32,34.0,7,42,44,24,17.0,13.0,25,10,5,27,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,139.0,70,0,8,131,8,25.0,1.0,12.43,8.43,56.0,185.0,83,0.0,no,si,si,1.9577464788732395,15.444444444444445,-8,0.3298585256887565,0,0.3050847457627119
2025-05-13,martes,20,5,2025,61,61,100,0.61,61,13,23,25,11,22,28,35,36.0,8,49,40,29,19.0,15.0,30,11,7,28,2.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,131.0,70,0,9,122,9,8.0,2.0,13.43,8.64,53.0,183.0,78,0.0,no,si,si,1.8450704225352113,13.1,-9,0.306999306999307,0,0.4032258064516129
2025-05-14,miercoles,20,5,2025,56,56,100,0.56,56,17,26,13,16,25,15,24,36.0,7,34,35,23,13.0,10.0,22,8,3,21,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,122.0,70,0,10,112,10,9.0,4.0,14.43,9.0,49.0,182.0,73,0.0,no,si,si,1.7183098591549295,11.090909090909092,-10,0.2871030460142579,0,0.22807017543859648
2025-05-15,jueves,20,5,2025,66,66,100,0.66,66,15,24,27,15,24,27,33,35.0,8,52,47,24,18.0,16.0,25,12,6,27,0.0,ITEM001,fluorouracilo_5fu,fluoropirimidina_iv,antineoplasico,viales,112.0,70,0,7,105,7,10.0,4.0,15.29,9.29,50.0,178.0,62,0.0,si,si,si,1.5774647887323943,14.0,-7,0.5089011663597298,0,0.40298507462686567
